system:index,NDVI,Date
0_20200203T143651_20200203T144453_T19HBA,0.2938206835220589,2020-02-03
0_20200208T143659_20200208T144451_T18HYF,0.30410097715115,2020-02-08
0_20200208T143659_20200208T144451_T19HBA,0.31323451322170237,2020-02-08
0_20200213T143721_20200213T144451_T18HYF,0.2977657739383818,2020-02-13
0_20200213T143721_20200213T144451_T19HBA,0.30141640740734765,2020-02-13
0_20200218T143659_20200218T144453_T18HYF,0.29399868278214525,2020-02-18
0_20200218T143659_20200218T144453_T19HBA,0.299511645379414,2020-02-18
0_20200223T143721_20200223T144452_T19HBA,0.27854970168412047,2020-02-23
0_20200228T143729_20200228T144346_T19HBA,0.28112764291307746,2020-02-28
0_20200304T143721_20200304T144453_T18HYF,0.2902450159385539,2020-03-04
0_20200304T143721_20200304T144453_T19HBA,0.2882846861255498,2020-03-04
0_20200309T143729_20200309T144430_T18HYF,0.29275362318840575,2020-03-09
0_20200309T143729_20200309T144430_T19HBA,0.2875031961958454,2020-03-09
0_20200314T143721_20200314T144454_T18HYF,,2020-03-14
0_20200319T143729_20200319T145226_T18HYF,0.30073952341824156,2020-03-19
0_20200319T143729_20200319T145226_T19HBA,0.2964705882352941,2020-03-19
0_20200329T143729_20200329T144954_T18HYF,0.10087175373794804,2020-03-29
0_20200408T143729_20200408T145124_T19HBA,0.280077951701746,2020-04-08
0_20200413T143731_20200413T145116_T18HYF,0.28639687577291073,2020-04-13
0_20200413T143731_20200413T145116_T19HBA,0.29232039636663915,2020-04-13
0_20200428T143719_20200428T144554_T18HYF,0.24885815843836145,2020-04-28
0_20200513T143731_20200513T144427_T18HYF,0.4217416050085373,2020-05-13
0_20200727T143729_20200727T144529_T18HYF,0.7351298448697762,2020-07-27
0_20200806T143729_20200806T144700_T18HYF,0.7902991577112982,2020-08-06
0_20200811T143731_20200811T145224_T18HYF,0.7918906774352428,2020-08-11
0_20200811T143731_20200811T145224_T19HBA,0.7883113385402639,2020-08-11
0_20200821T143731_20200821T144847_T18HYF,0.7769666952431324,2020-08-21
0_20200821T143731_20200821T144847_T19HBA,0.7754757889665139,2020-08-21
0_20200831T143731_20200831T144825_T18HYF,0.7018504858216054,2020-08-31
0_20200831T143731_20200831T144825_T19HBA,0.7060020345879958,2020-08-31
0_20200920T143731_20200920T145205_T18HYF,0.307196610502025,2020-09-20
0_20200920T143731_20200920T145205_T19HBA,0.30626411380811436,2020-09-20
0_20201005T143729_20201005T144602_T18HYF,0.20484455720977368,2020-10-05
0_20201005T143729_20201005T144602_T19HBA,0.20553084122479745,2020-10-05
0_20201010T143731_20201010T144131_T18HYF,0.1997019374068555,2020-10-10
0_20201010T143731_20201010T144131_T19HBA,0.20301887529945337,2020-10-10
0_20201015T143729_20201015T144515_T19HBA,0.2125470045371037,2020-10-15
0_20201020T143731_20201020T144304_T18HYF,0.21405873785796534,2020-10-20
0_20201020T143731_20201020T144304_T19HBA,0.21316065803290168,2020-10-20
0_20201030T143731_20201030T144423_T19HBA,0.2523604330538527,2020-10-30
0_20201109T143731_20201109T144520_T18HYF,0.3858101273037739,2020-11-09
0_20201109T143731_20201109T144520_T19HBA,0.39135163242405546,2020-11-09
0_20201114T143729_20201114T144548_T18HYF,0.5302350386696624,2020-11-14
0_20201124T143729_20201124T144632_T18HYF,0.7049180327868853,2020-11-24
0_20201124T143729_20201124T144632_T19HBA,0.6982989348874651,2020-11-24
0_20201129T143731_20201129T144635_T18HYF,0.7683252435724492,2020-11-29
0_20201129T143731_20201129T144635_T19HBA,0.7672425154862743,2020-11-29
0_20201204T143729_20201204T144651_T18HYF,0.7973265142463402,2020-12-04
0_20201204T143729_20201204T144651_T19HBA,0.7917863226223919,2020-12-04
0_20201209T143721_20201209T144639_T18HYF,0.8172065710493833,2020-12-09
0_20201209T143721_20201209T144639_T19HBA,0.8200525394045535,2020-12-09
0_20201224T143729_20201224T144624_T18HYF,0.8359741745775089,2020-12-24
0_20201224T143729_20201224T144624_T19HBA,0.8314688436140117,2020-12-24
0_20201229T143731_20201229T144704_T18HYF,0.8088240424942177,2020-12-29
0_20201229T143731_20201229T144704_T19HBA,0.8091086403654342,2020-12-29
0_20210103T143729_20210103T144608_T18HYF,0.7842094062566503,2021-01-03
0_20210103T143729_20210103T144608_T19HBA,0.7912578055307761,2021-01-03
0_20210113T143729_20210113T144551_T18HYF,0.7647058823529411,2021-01-13
0_20210113T143729_20210113T144551_T19HBA,0.7692134324994365,2021-01-13
0_20210118T143731_20210118T144622_T18HYF,0.7470459098395973,2021-01-18
0_20210118T143731_20210118T144622_T19HBA,0.7504787431508889,2021-01-18
0_20210202T143729_20210202T144435_T19HBA,0.7082842600083981,2021-02-02
0_20210222T143729_20210222T144232_T18HYF,0.7426446423340068,2021-02-22
0_20210222T143729_20210222T144232_T19HBA,0.7421753951038117,2021-02-22
0_20210227T143731_20210227T144205_T18HYF,0.7247824685787946,2021-02-27
0_20210227T143731_20210227T144205_T19HBA,0.7292191435768263,2021-02-27
0_20210304T143729_20210304T144120_T19HBA,0.7119787055573268,2021-03-04
0_20210309T143731_20210309T144030_T19HBA,0.6610130475896289,2021-03-09
0_20210403T143729_20210403T144408_T18HYF,0.5818770336472319,2021-04-03
0_20210702T143729_20210702T144651_T18HYF,0.5125813486141031,2021-07-02
0_20210717T143731_20210717T145239_T18HYF,0.47263681592039813,2021-07-17
0_20210717T143731_20210717T145239_T19HBA,0.4632246488123485,2021-07-17
0_20210727T143731_20210727T144823_T18HYF,0.12373132909365676,2021-07-27
0_20210915T143731_20210915T144832_T18HYF,0.6784018857973779,2021-09-15
0_20210915T143731_20210915T144832_T19HBA,0.6806237366445278,2021-09-15
0_20211015T143731_20211015T144152_T18HYF,0.8590604026845636,2021-10-15
0_20211015T143731_20211015T144152_T19HBA,0.8605849772527825,2021-10-15
0_20211025T143731_20211025T144354_T18HYF,0.877457455647722,2021-10-25
0_20211025T143731_20211025T144354_T19HBA,0.8846028176146391,2021-10-25
0_20211104T143731_20211104T144458_T18HYF,0.8704701769660806,2021-11-04
0_20211104T143731_20211104T144458_T19HBA,0.8740801308258381,2021-11-04
0_20211114T143731_20211114T144539_T18HYF,0.8223157894736841,2021-11-14
0_20211129T143719_20211129T144547_T18HYF,0.7479709525843656,2021-11-29
0_20211129T143719_20211129T144547_T19HBA,0.7489944430176196,2021-11-29
0_20211204T143731_20211204T144642_T18HYF,0.701093560145808,2021-12-04
0_20211204T143731_20211204T144642_T19HBA,0.6866526764084127,2021-12-04
0_20211209T143719_20211209T144604_T19HBA,0.6785714285714285,2021-12-09
0_20211214T143731_20211214T144703_T18HYF,0.6266481609993061,2021-12-14
0_20211214T143731_20211214T144703_T19HBA,0.6342078708375378,2021-12-14
0_20211219T143719_20211219T144622_T18HYF,0.6657754010695187,2021-12-19
0_20211219T143719_20211219T144622_T19HBA,0.672290270395193,2021-12-19
0_20211224T143731_20211224T144705_T18HYF,0.5807780320366132,2021-12-24
0_20211224T143731_20211224T144705_T19HBA,0.5864166244298024,2021-12-24
0_20220103T143731_20220103T144644_T19HBA,0.5091313723323905,2022-01-03
0_20220113T143731_20220113T144640_T18HYF,0.4600829190748102,2022-01-13
0_20220113T143731_20220113T144640_T19HBA,0.46028377266863874,2022-01-13
0_20220123T143731_20220123T145149_T18HYF,0.43895055499495467,2022-01-23
0_20220123T143731_20220123T145149_T19HBA,0.442877977637336,2022-01-23
0_20220202T143731_20220202T144947_T19HBA,0.41725306228824594,2022-02-02
0_20220207T143719_20220207T144217_T19HBA,0.43366336633663366,2022-02-07
0_20220212T143731_20220212T144710_T18HYF,0.4012219959266803,2022-02-12
0_20220212T143731_20220212T144710_T19HBA,0.40443731622560813,2022-02-12
0_20220212T143731_20220212T145242_T18HYF,0.40481205658646746,2022-02-12
0_20220212T143731_20220212T145242_T19HBA,0.40288924558587474,2022-02-12
0_20220217T143719_20220217T144918_T18HYF,0.42407809110629063,2022-02-17
0_20220217T143719_20220217T144918_T19HBA,0.421859039836568,2022-02-17
0_20220227T143729_20220227T144150_T19HBA,0.4445876288659794,2022-02-27
0_20220304T143731_20220304T145236_T19HBA,0.42895206019737736,2022-03-04
0_20220314T143731_20220314T145009_T19HBA,0.4315545243619489,2022-03-14
0_20220324T143731_20220324T144728_T18HYF,0.47178683385579945,2022-03-24
0_20220324T143731_20220324T144728_T19HBA,0.4719449225473322,2022-03-24
0_20220329T143729_20220329T144338_T18HYF,0.4557425018288223,2022-03-29
0_20220329T143729_20220329T144338_T19HBA,0.4543621222545989,2022-03-29
0_20220403T143731_20220403T144101_T18HYF,0.40095588828651707,2022-04-03
0_20220403T143731_20220403T144101_T19HBA,0.40311260299054014,2022-04-03
0_20220413T143731_20220413T144923_T18HYF,0.42672248783749506,2022-04-13
0_20220413T143731_20220413T144923_T19HBA,0.42879809599365337,2022-04-13
0_20220428T143719_20220428T144609_T18HYF,0.456896551724138,2022-04-28
0_20220503T143731_20220503T145107_T18HYF,0.40957446808510634,2022-05-03
0_20220602T143741_20220602T145059_T18HYF,0.5813228490788122,2022-06-02
0_20220702T143741_20220702T144547_T19HBA,0.7001271294177474,2022-07-02
0_20220727T143729_20220727T145052_T18HYF,0.3213548305040502,2022-07-27
0_20220910T143741_20220910T144450_T18HYF,0.6920556740797909,2022-09-10
0_20220910T143741_20220910T144450_T19HBA,0.7010280633509307,2022-09-10
0_20221010T143731_20221010T144648_T18HYF,0.20234187861831632,2022-10-10
0_20221010T143731_20221010T144648_T19HBA,0.19536903039073814,2022-10-10
0_20221015T143729_20221015T144352_T19HBA,0.1895424836601307,2022-10-15
0_20221030T143731_20221030T145243_T18HYF,0.25302740599107715,2022-10-30
0_20221204T143729_20221204T144506_T18HYF,0.1538290037992722,2022-12-04
0_20221204T143729_20221204T144506_T19HBA,0.15316429962311962,2022-12-04
0_20221214T143729_20221214T144527_T18HYF,0.1453126757036793,2022-12-14
0_20221214T143729_20221214T144527_T19HBA,0.14175128854518787,2022-12-14
0_20221219T143731_20221219T144224_T19HBA,0.17891012396694214,2022-12-19
0_20221224T143729_20221224T144526_T18HYF,0.2143864598025388,2022-12-24
0_20221224T143729_20221224T144526_T19HBA,0.21424089718530304,2022-12-24
0_20221229T143731_20221229T144221_T18HYF,0.18721923524581777,2022-12-29
0_20221229T143731_20221229T144221_T19HBA,0.18784802338101828,2022-12-29
0_20230103T143729_20230103T144503_T18HYF,0.18389113806141785,2023-01-03
0_20230103T143729_20230103T144503_T19HBA,0.1851756584818133,2023-01-03
0_20230108T143731_20230108T144127_T19HBA,0.24129505192425163,2023-01-08
0_20230113T143719_20230113T144449_T18HYF,0.30571504352981554,2023-01-13
0_20230113T143719_20230113T144449_T19HBA,0.3016979963592814,2023-01-13
0_20230118T143721_20230118T144030_T19HBA,0.4069043576683644,2023-01-18
0_20230123T143729_20230123T144415_T19HBA,0.32447817836812143,2023-01-23
0_20230128T143721_20230128T145103_T18HYF,0.4001748928872463,2023-01-28
0_20230128T143721_20230128T145103_T19HBA,0.4115930625894543,2023-01-28
0_20230202T143729_20230202T144125_T18HYF,0.5836554389839869,2023-02-02
0_20230202T143729_20230202T144125_T19HBA,0.5980593089255898,2023-02-02
0_20230207T143731_20230207T144823_T19HBA,0.41969643472362206,2023-02-07
0_20230212T143729_20230212T144116_T19HBA,0.8782823949695513,2023-02-12
0_20230217T143721_20230217T145142_T18HYF,0.8684768773865081,2023-02-17
0_20230217T143721_20230217T145142_T19HBA,0.8867374557568186,2023-02-17
0_20230222T143729_20230222T144356_T18HYF,0.8970554930731292,2023-02-22
0_20230222T143729_20230222T144356_T19HBA,0.9004414930262735,2023-02-22
0_20230227T143721_20230227T144806_T18HYF,0.9145299145299145,2023-02-27
0_20230227T143721_20230227T144806_T19HBA,0.9182195911272475,2023-02-27
0_20230304T143729_20230304T145242_T18HYF,0.9263386177449079,2023-03-04
0_20230304T143729_20230304T145242_T19HBA,0.9336438217141277,2023-03-04
0_20230314T143729_20230314T145019_T18HYF,0.9343467535768855,2023-03-14
0_20230314T143729_20230314T145019_T19HBA,0.9402544716946339,2023-03-14
0_20230319T143731_20230319T145006_T18HYF,0.9392872964608611,2023-03-19
0_20230319T143731_20230319T145006_T19HBA,0.9406807131280389,2023-03-19
0_20230324T143729_20230324T144337_T18HYF,0.9046193300264131,2023-03-24
0_20230324T143729_20230324T144337_T19HBA,0.9163294437707351,2023-03-24
0_20230329T143721_20230329T144614_T18HYF,0.9286974938228028,2023-03-29
0_20230408T143731_20230408T144907_T19HBA,0.7876507667080135,2023-04-08
1_20181215T143749_20181215T144702_T18HYF,0.7628268672388117,2018-12-15
1_20181215T143749_20181215T144702_T19HBA,0.7627918297198925,2018-12-15
1_20181220T143741_20181220T144648_T18HYF,0.8173540560303484,2018-12-20
1_20181225T143749_20181225T144653_T19HBA,0.8329755089129686,2018-12-25
1_20181230T143751_20181230T144650_T18HYF,0.8420765116392377,2018-12-30
1_20181230T143751_20181230T144650_T19HBA,0.839375629405841,2018-12-30
1_20190104T143749_20190104T144651_T18HYF,0.834736944704267,2019-01-04
1_20190104T143749_20190104T144651_T19HBA,0.8305307291550819,2019-01-04
1_20190119T143751_20190119T144606_T19HBA,0.7953886733783713,2019-01-19
1_20190129T143751_20190129T144524_T19HBA,0.7621783662253311,2019-01-29
1_20190203T143749_20190203T144957_T19HBA,0.6575548810430293,2019-02-03
1_20190218T143751_20190218T144454_T19HBA,0.60239651416122,2019-02-18
1_20190223T143749_20190223T144359_T18HYF,0.6216219281689905,2019-02-23
1_20190310T143751_20190310T144453_T18HYF,0.5609492266024236,2019-03-10
1_20190310T143751_20190310T144453_T19HBA,0.5513571032122063,2019-03-10
1_20190315T143749_20190315T144907_T18HYF,0.5812137675024487,2019-03-15
1_20190315T143749_20190315T144907_T19HBA,0.5770061073589069,2019-03-15
1_20190320T143751_20190320T144726_T19HBA,0.5656659800446744,2019-03-20
1_20190325T143749_20190325T144125_T18HYF,0.5500102546584156,2019-03-25
1_20190325T143749_20190325T144125_T19HBA,0.547722688221492,2019-03-25
1_20190404T143759_20190404T144906_T18HYF,0.5534786181371768,2019-04-04
1_20190414T143759_20190414T144503_T18HYF,0.5481304693715193,2019-04-14
1_20190802T143759_20190802T144505_T18HYF,0.3171433305032778,2019-08-02
1_20190807T143751_20190807T144709_T18HYF,0.3334856235088254,2019-08-07
1_20190901T143759_20190901T144153_T18HYF,0.6422689890935113,2019-09-01
1_20190916T143751_20190916T144705_T18HYF,0.8346505277294355,2019-09-16
1_20190921T143749_20190921T145027_T18HYF,0.869174561650425,2019-09-21
1_20190921T143749_20190921T145027_T19HBA,0.869080531525252,2019-09-21
1_20191021T143749_20191021T144706_T19HBA,0.8548701377381026,2019-10-21
1_20191105T143731_20191105T144501_T18HYF,0.7339885923850473,2019-11-05
1_20191105T143731_20191105T144501_T19HBA,0.7334993773349938,2019-11-05
1_20191110T143729_20191110T144457_T18HYF,0.6593427686321188,2019-11-10
1_20191110T143729_20191110T144457_T19HBA,0.6512742871561948,2019-11-10
1_20191120T143729_20191120T144459_T19HBA,0.4824311490978158,2019-11-20
1_20191130T143719_20191130T144540_T18HYF,0.42038314268036403,2019-11-30
1_20191130T143719_20191130T144540_T19HBA,0.4213483888977373,2019-11-30
1_20191205T143721_20191205T144632_T18HYF,0.40717601818240573,2019-12-05
1_20191205T143721_20191205T144632_T19HBA,0.40743839897037715,2019-12-05
1_20191220T143719_20191220T144615_T18HYF,0.4762329521458523,2019-12-20
1_20191220T143719_20191220T144615_T19HBA,0.47528076021226706,2019-12-20
1_20191225T143721_20191225T144651_T18HYF,0.49601007979840406,2019-12-25
1_20191225T143721_20191225T144651_T19HBA,0.4929061784897025,2019-12-25
1_20191230T143719_20191230T144612_T18HYF,0.4325849174059465,2019-12-30
1_20191230T143719_20191230T144612_T19HBA,0.43190570640475145,2019-12-30
1_20200104T143721_20200104T144629_T18HYF,0.4672908742270204,2020-01-04
1_20200104T143721_20200104T144629_T19HBA,0.4659288603368155,2020-01-04
1_20200109T143719_20200109T144550_T18HYF,0.47331386951024507,2020-01-09
1_20200109T143719_20200109T144550_T19HBA,0.4714064914992272,2020-01-09
1_20200114T143701_20200114T144621_T18HYF,0.48011048539344225,2020-01-14
1_20200114T143701_20200114T144621_T19HBA,0.4754451435003199,2020-01-14
1_20200124T143651_20200124T144544_T18HYF,0.4824974025638475,2020-01-24
1_20200124T143651_20200124T144544_T19HBA,0.4835540315466346,2020-01-24
1_20200129T143659_20200129T144449_T18HYF,0.4614731916613373,2020-01-29
1_20200129T143659_20200129T144449_T19HBA,0.46143932003203597,2020-01-29
1_20200203T143651_20200203T144453_T18HYF,0.462078992423788,2020-02-03
1_20200203T143651_20200203T144453_T19HBA,0.46470333477695974,2020-02-03
1_20200208T143659_20200208T144451_T18HYF,0.47001600875119004,2020-02-08
1_20200208T143659_20200208T144451_T19HBA,0.47015590025612086,2020-02-08
1_20200213T143721_20200213T144451_T18HYF,0.4714470628887661,2020-02-13
1_20200213T143721_20200213T144451_T19HBA,0.4691276415288277,2020-02-13
1_20200218T143659_20200218T144453_T18HYF,0.45963978470575956,2020-02-18
1_20200218T143659_20200218T144453_T19HBA,0.4623900443712682,2020-02-18
1_20200223T143721_20200223T144452_T19HBA,0.44581261919932336,2020-02-23
1_20200228T143729_20200228T144346_T19HBA,0.43545825589734455,2020-02-28
1_20200304T143721_20200304T144453_T18HYF,0.43516060123845435,2020-03-04
1_20200304T143721_20200304T144453_T19HBA,0.4370899370221343,2020-03-04
1_20200309T143729_20200309T144430_T18HYF,0.4304404150609807,2020-03-09
1_20200309T143729_20200309T144430_T19HBA,0.4290884415290658,2020-03-09
1_20200314T143721_20200314T144454_T18HYF,0.43798444857704544,2020-03-14
1_20200319T143729_20200319T145226_T18HYF,0.43235831809872033,2020-03-19
1_20200319T143729_20200319T145226_T19HBA,0.43569773753081864,2020-03-19
1_20200329T143729_20200329T144954_T18HYF,0.2400339995845946,2020-03-29
1_20200408T143729_20200408T145124_T19HBA,0.4006161827454684,2020-04-08
1_20200413T143731_20200413T145116_T18HYF,0.41042047531992687,2020-04-13
1_20200413T143731_20200413T145116_T19HBA,0.40528301886792456,2020-04-13
1_20200428T143719_20200428T144554_T18HYF,0.39588825487878304,2020-04-28
1_20200513T143731_20200513T144427_T18HYF,0.3808870598994056,2020-05-13
1_20200727T143729_20200727T144529_T18HYF,0.2821065461027231,2020-07-27
1_20200806T143729_20200806T144700_T18HYF,0.29939783879374576,2020-08-06
1_20200811T143731_20200811T145224_T18HYF,0.2688543465745538,2020-08-11
1_20200811T143731_20200811T145224_T19HBA,0.26728918561324566,2020-08-11
1_20200821T143731_20200821T144847_T18HYF,0.21267158894062171,2020-08-21
1_20200821T143731_20200821T144847_T19HBA,0.21215419511233244,2020-08-21
1_20200831T143731_20200831T144825_T18HYF,0.2272720965357499,2020-08-31
1_20200831T143731_20200831T144825_T19HBA,0.22874023140751426,2020-08-31
1_20200920T143731_20200920T145205_T18HYF,0.20955445382926297,2020-09-20
1_20200920T143731_20200920T145205_T19HBA,0.20879415870288848,2020-09-20
1_20201005T143729_20201005T144602_T18HYF,0.2014926300528151,2020-10-05
1_20201005T143729_20201005T144602_T19HBA,0.20087022090984297,2020-10-05
1_20201010T143731_20201010T144131_T18HYF,0.21222875486454384,2020-10-10
1_20201010T143731_20201010T144131_T19HBA,0.21103319758354178,2020-10-10
1_20201015T143729_20201015T144515_T19HBA,0.21843825249398005,2020-10-15
1_20201020T143731_20201020T144304_T18HYF,0.2869897959183674,2020-10-20
1_20201020T143731_20201020T144304_T19HBA,0.2816096906606459,2020-10-20
1_20201030T143731_20201030T144423_T19HBA,0.46705834592378676,2020-10-30
1_20201109T143731_20201109T144520_T18HYF,0.7097125879770476,2020-11-09
1_20201109T143731_20201109T144520_T19HBA,0.7153911076453755,2020-11-09
1_20201114T143729_20201114T144548_T18HYF,0.7730727702920515,2020-11-14
1_20201124T143729_20201124T144632_T18HYF,0.6930943610030709,2020-11-24
1_20201124T143729_20201124T144632_T19HBA,0.6931316950220542,2020-11-24
1_20201129T143731_20201129T144635_T18HYF,0.6889338006381743,2020-11-29
1_20201129T143731_20201129T144635_T19HBA,0.6841693804155835,2020-11-29
1_20201204T143729_20201204T144651_T18HYF,0.7144885791173774,2020-12-04
1_20201204T143729_20201204T144651_T19HBA,0.7124050239638875,2020-12-04
1_20201209T143721_20201209T144639_T18HYF,0.7797888386123681,2020-12-09
1_20201209T143721_20201209T144639_T19HBA,0.7766455290915883,2020-12-09
1_20201224T143729_20201224T144624_T18HYF,0.8785209285901765,2020-12-24
1_20201224T143729_20201224T144624_T19HBA,0.8765637436125666,2020-12-24
1_20201229T143731_20201229T144704_T18HYF,0.8695686807197598,2020-12-29
1_20201229T143731_20201229T144704_T19HBA,0.8705061463593388,2020-12-29
1_20210103T143729_20210103T144608_T18HYF,0.8596540894930202,2021-01-03
1_20210103T143729_20210103T144608_T19HBA,0.8648630780734173,2021-01-03
1_20210113T143729_20210113T144551_T18HYF,0.853688429996613,2021-01-13
1_20210113T143729_20210113T144551_T19HBA,0.8528735724681191,2021-01-13
1_20210118T143731_20210118T144622_T18HYF,0.8365949119373778,2021-01-18
1_20210118T143731_20210118T144622_T19HBA,0.8387821728954609,2021-01-18
1_20210202T143729_20210202T144435_T19HBA,0.8451966152314584,2021-02-02
1_20210222T143729_20210222T144232_T18HYF,0.7671892939723326,2021-02-22
1_20210222T143729_20210222T144232_T19HBA,0.7679317109993177,2021-02-22
1_20210227T143731_20210227T144205_T18HYF,0.6947231495979906,2021-02-27
1_20210227T143731_20210227T144205_T19HBA,0.6929235604887872,2021-02-27
1_20210304T143729_20210304T144120_T19HBA,0.6041486603284356,2021-03-04
1_20210309T143731_20210309T144030_T19HBA,0.5381471389645777,2021-03-09
1_20210403T143729_20210403T144408_T18HYF,0.33471077253839315,2021-04-03
1_20210702T143729_20210702T144651_T18HYF,0.30376066567377646,2021-07-02
1_20210717T143731_20210717T145239_T18HYF,0.31121543538161983,2021-07-17
1_20210717T143731_20210717T145239_T19HBA,0.3094164316630401,2021-07-17
1_20210727T143731_20210727T144823_T18HYF,0.1690176728586171,2021-07-27
1_20210915T143731_20210915T144832_T18HYF,0.34437076255019283,2021-09-15
1_20210915T143731_20210915T144832_T19HBA,0.34271703898211164,2021-09-15
1_20211015T143731_20211015T144152_T18HYF,0.23990004572627927,2021-10-15
1_20211015T143731_20211015T144152_T19HBA,0.23528955722413553,2021-10-15
1_20211025T143731_20211025T144354_T18HYF,0.3447504357675528,2021-10-25
1_20211025T143731_20211025T144354_T19HBA,0.3445185221379241,2021-10-25
1_20211104T143731_20211104T144458_T18HYF,0.5791495198902606,2021-11-04
1_20211104T143731_20211104T144458_T19HBA,0.5807044648269382,2021-11-04
1_20211114T143731_20211114T144539_T18HYF,0.6174153133104032,2021-11-14
1_20211129T143719_20211129T144547_T18HYF,0.5162279114808322,2021-11-29
1_20211129T143719_20211129T144547_T19HBA,0.5131840194818889,2021-11-29
1_20211204T143731_20211204T144642_T18HYF,0.5406013848478822,2021-12-04
1_20211204T143731_20211204T144642_T19HBA,0.5346724553889247,2021-12-04
1_20211209T143719_20211209T144604_T19HBA,0.5634583581685261,2021-12-09
1_20211214T143731_20211214T144703_T18HYF,0.6434253953205337,2021-12-14
1_20211214T143731_20211214T144703_T19HBA,0.6416480357713191,2021-12-14
1_20211219T143719_20211219T144622_T18HYF,0.7283582089552237,2021-12-19
1_20211219T143719_20211219T144622_T19HBA,0.7257391201607045,2021-12-19
1_20211224T143731_20211224T144705_T18HYF,0.7561040426069504,2021-12-24
